"","ListenerGroup","mTurkCode","ItemNum","Resp","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit"
"1480","V3",4068822,"X46","A native English speaker
1","1","0.156","0.156","0.165"
"1540","V3",4073431,"X46","


2","1","1.66","1.66","1.669"
"1600","V3",4341292,"X46","A native English speaker
1","1","0.489","0.489","0.4"
"1660","V3",4534620,"X46","A native English speaker
1","1","0.504","0.504","0.515"
"1720","V3",4542178,"X46","A native English speaker
1","1","0.164","0.164","0.108"
"1780","V3",5693137,"X46","A native English speaker
1","1","0.262","0.262","0.281"
"1840","V3",6374852,"X46","


2","1","0.264","0.264","0.2"
"1900","V3",6546609,"X46","A native English speaker
1","1","0.131","0.131","0.138"
"1960","V3",6956532,"X46","A native English speaker
1","1","8.82","8.82","8.801"
"2020","V3",7505174,"X46","A native English speaker
1","1","0.03","0.03","0.039"
"2080","V3",8081415,"X46","A native English speaker
1","1","0.068","0.068","0.098"
"2140","V3",8317194,"X46","A native English speaker
1","1","0.794","0.794","0.7"
"2200","V3",8584285,"X46","A native English speaker
1","1","0.191","0.191","0.1"
"2260","V3",8815444,"X46","A native English speaker
1","1","0.156","0.156","0.175"
"2320","V3",9335883,"X46","A native English speaker
1","1","0.19","0.19","0.2"
"2380","V3",9983184,"X46","


4","1","0.723","0.723","0.757"
"1181","V3",1682505,"X47","A native English speaker
1","1","0.298","0.298","0.314"
"1241","V3",2950814,"X47","


7","1","1.104","1.104","1.154"
"1301","V3",3800888,"X47","A native English speaker
1","1","0.17","0.17","0.101"
"1361","V3",3805384,"X47","A native English speaker
1","1","0.716","0.716","0.727"
"1421","V3",3906581,"X47","A native English speaker
1","1","0.091","0.091","0.097"
"1481","V3",4068822,"X47","A native English speaker
1","1","0.167","0.167","0.175"
"1541","V3",4073431,"X47","


2","1","0.613","0.613","0.624"
"1601","V3",4341292,"X47","A native English speaker
1","1","0.346","0.346","0.361"
"1661","V3",4534620,"X47","A native English speaker
1","1","0.334","0.334","0.348"
"1721","V3",4542178,"X47","A native English speaker
1","1","0","0","0.214"
"1781","V3",5693137,"X47","A native English speaker
1","1","0.207","0.207","0.233"
"1841","V3",6374852,"X47","A native English speaker
1","1","1.853","1.853","1.893"
"1901","V3",6546609,"X47","A native English speaker
1","1","0.292","0.292","0.299"
"1961","V3",6956532,"X47","A native English speaker
1","2","0.21","0.855","0.802"
"2021","V3",7505174,"X47","A native English speaker
1","1","0.093","0.093","0"
"2081","V3",8081415,"X47","A native English speaker
1","1","0.102","0.102","0.116"
"2141","V3",8317194,"X47","A native English speaker
1","1","0.449","0.449","0.457"
"2201","V3",8584285,"X47","A native English speaker
1","1","1.281","1.281","1.292"
"2261","V3",8815444,"X47","A native English speaker
1","1","0.473","0.473","0.483"
"2321","V3",9335883,"X47","A native English speaker
1","1","0.272","0.272","0.282"
"2381","V3",9983184,"X47","


2","1","1.351","1.351","1.392"
"1182","V3",1682505,"X48","A native English speaker
1","1","0.391","0.391","0.302"
"1242","V3",2950814,"X48","


8","1","0.935","0.935","0.968"
"1302","V3",3800888,"X48","


2","1","0.156","0.156","0.192"
"1362","V3",3805384,"X48","A native English speaker
1","1","0.914","0.914","0.928"
"1422","V3",3906581,"X48","A native English speaker
1","1","3.203","3.203","3.209"
"1482","V3",4068822,"X48","A native English speaker
1","1","0.252","0.252","0.26"
"1542","V3",4073431,"X48","A native English speaker
1","1","0.634","0.634","0.647"
"1602","V3",4341292,"X48","A native English speaker
1","2","0.21","0.803","0.818"
"1662","V3",4534620,"X48","A native English speaker
1","1","0.289","0.289","0.318"
"1722","V3",4542178,"X48","A native English speaker
1","1","0.192","0.192","0.274"
"1782","V3",5693137,"X48","A native English speaker
1","1","0.266","0.266","0.287"
"1842","V3",6374852,"X48","A native English speaker
1","1","0.561","0.561","0.656"
"1902","V3",6546609,"X48","A native English speaker
1","1","0.112","0.112","0.119"
"1962","V3",6956532,"X48","A native English speaker
1","1","0.01","0.01","0"
"2022","V3",7505174,"X48","A native English speaker
1","1","0.037","0.037","0.046"
"2082","V3",8081415,"X48","A native English speaker
1","1","0.175","0.175","0.194"
"2142","V3",8317194,"X48","A native English speaker
1","1","0.406","0.406","0.414"
"2202","V3",8584285,"X48","A native English speaker
1","1","0.253","0.253","0.264"
"2262","V3",8815444,"X48","A native English speaker
1","1","0.06","0.06","0.069"
"2322","V3",9335883,"X48","A native English speaker
1","1","0.096","0.096","0"
"2382","V3",9983184,"X48","A native English speaker
1","1","11.088","11.088","11.129"
"1183","V3",1682505,"X49","A native English speaker
1","1","0.38","0.38","0.399"
"1243","V3",2950814,"X49","


6","1","0.825","0.825","0.861"
"1303","V3",3800888,"X49","A native English speaker
1","1","0.121","0.121","0.17"
"1363","V3",3805384,"X49","A native English speaker
1","1","0.579","0.579","0.594"
"1423","V3",3906581,"X49","A native English speaker
1","1","0.132","0.132","0.142"
"1483","V3",4068822,"X49","A native English speaker
1","1","0","0","0.114"
"1543","V3",4073431,"X49","


2","1","0.614","0.614","0.631"
"1603","V3",4341292,"X49","A native English speaker
1","1","0.429","0.429","0.446"
"1663","V3",4534620,"X49","A native English speaker
1","1","0.44","0.44","0.467"
"1723","V3",4542178,"X49","A native English speaker
1","1","0.055","0.055","0"
"1783","V3",5693137,"X49","A native English speaker
1","1","0.34","0.34","0.361"
"1843","V3",6374852,"X49","A native English speaker
1","1","0.313","0.313","0.35"
"1903","V3",6546609,"X49","A native English speaker
1","1","0.106","0.106","0.114"
"1963","V3",6956532,"X49","A native English speaker
1","1","0.918","0.918","0.903"
"2023","V3",7505174,"X49","A native English speaker
1","1","0.039","0.039","0.048"
"2083","V3",8081415,"X49","A native English speaker
1","1","0.038","0.038","0.07"
"2143","V3",8317194,"X49","A native English speaker
1","1","0.63","0.63","0.637"
"2203","V3",8584285,"X49","A native English speaker
1","1","0.394","0.394","0.301"
"2263","V3",8815444,"X49","A native English speaker
1","1","0.447","0.447","0.456"
"2323","V3",9335883,"X49","A native English speaker
1","1","0.218","0.218","0.228"
"2383","V3",9983184,"X49","


2","1","4.304","4.304","4.338"
"1184","V3",1682505,"X5","An extremely strong
foreign accent
9","1","1.029","1.029","1.046"
"1244","V3",2950814,"X5","


6","1","0.798","0.798","0.834"
"1304","V3",3800888,"X5","An extremely strong
foreign accent
9","1","0.383","0.383","0.307"
"1364","V3",3805384,"X5","


8","1","0.61","0.61","0.648"
"1424","V3",3906581,"X5","An extremely strong
foreign accent
9","1","0.615","0.615","0.622"
"1484","V3",4068822,"X5","An extremely strong
foreign accent
9","1","0.286","0.286","0.298"
"1544","V3",4073431,"X5","


8","1","2.28","2.28","2.29"
"1604","V3",4341292,"X5","


7","1","0.551","0.551","0.57"
"1664","V3",4534620,"X5","An extremely strong
foreign accent
9","1","0.522","0.522","0.542"
"1724","V3",4542178,"X5","An extremely strong
foreign accent
9","2","0.012","0.491","0.592"
"1784","V3",5693137,"X5","An extremely strong
foreign accent
9","1","0.068","0.068","0.084"
"1844","V3",6374852,"X5","


7","1","1.823","1.823","1.856"
"1904","V3",6546609,"X5","


8","1","0.482","0.482","0.491"
"1964","V3",6956532,"X5","


8","1","0.335","0.335","0.32"
"2024","V3",7505174,"X5","An extremely strong
foreign accent
9","1","0.034","0.034","0.046"
"2084","V3",8081415,"X5","An extremely strong
foreign accent
9","1","0.084","0.084","0"
"2144","V3",8317194,"X5","An extremely strong
foreign accent
9","1","0.371","0.371","0.378"
"2204","V3",8584285,"X5","An extremely strong
foreign accent
9","1","0.361","0.361","0.371"
"2264","V3",8815444,"X5","An extremely strong
foreign accent
9","1","0.097","0.097","0"
"2324","V3",9335883,"X5","An extremely strong
foreign accent
9","1","0.136","0.136","0.146"
"2384","V3",9983184,"X5","


5","1","2.306","2.306","2.336"
"1185","V3",1682505,"X50","A native English speaker
1","1","0.547","0.547","0.564"
"1245","V3",2950814,"X50","


6","1","2.448","2.448","2.482"
"1305","V3",3800888,"X50","A native English speaker
1","1","0.167","0.167","0.101"
"1365","V3",3805384,"X50","A native English speaker
1","1","0.457","0.457","0.473"
"1425","V3",3906581,"X50","A native English speaker
1","1","0.05","0.05","0.057"
"1485","V3",4068822,"X50","A native English speaker
1","1","0.141","0.141","0.15"
"1545","V3",4073431,"X50","A native English speaker
1","1","0.601","0.601","0.618"
"1605","V3",4341292,"X50","A native English speaker
1","1","0.907","0.907","0.923"
"1665","V3",4534620,"X50","A native English speaker
1","1","0.494","0.494","0.402"
"1725","V3",4542178,"X50","A native English speaker
1","1","0","0","0.213"
"1785","V3",5693137,"X50","A native English speaker
1","1","0.293","0.293","0.2"
"1845","V3",6374852,"X50","A native English speaker
1","1","0.06","0.06","0.097"
"1905","V3",6546609,"X50","A native English speaker
1","1","0.164","0.164","0.171"
"1965","V3",6956532,"X50","A native English speaker
1","1","0.182","0.182","0.284"
"2025","V3",7505174,"X50","


2","1","0.486","0.486","0.496"
"2085","V3",8081415,"X50","A native English speaker
1","1","0.171","0.171","0.1"
"2145","V3",8317194,"X50","A native English speaker
1","1","0.657","0.657","0.664"
"2205","V3",8584285,"X50","A native English speaker
1","1","0.484","0.484","0.495"
"2265","V3",8815444,"X50","


2","1","0.831","0.831","0.841"
"2325","V3",9335883,"X50","A native English speaker
1","1","0.261","0.261","0.269"
"2385","V3",9983184,"X50","A native English speaker
1","1","0.753","0.753","0.671"
"1186","V3",1682505,"X51","A native English speaker
1","1","0.346","0.346","0.366"
"1246","V3",2950814,"X51","


5","1","0.977","0.977","0.9"
"1306","V3",3800888,"X51","A native English speaker
1","1","0","0","0.149"
"1366","V3",3805384,"X51","A native English speaker
1","1","0.741","0.741","0.752"
"1426","V3",3906581,"X51","A native English speaker
1","1","0.131","0.131","0.137"
"1486","V3",4068822,"X51","A native English speaker
1","1","0.174","0.174","0.182"
"1546","V3",4073431,"X51","A native English speaker
1","1","2.341","2.341","2.353"
"1606","V3",4341292,"X51","A native English speaker
1","1","1.972","1.972","1.99"
"1666","V3",4534620,"X51","A native English speaker
1","1","0.545","0.545","0.566"
"1726","V3",4542178,"X51","A native English speaker
1","1","0.164","0.164","0.102"
"1786","V3",5693137,"X51","A native English speaker
1","1","0.155","0.155","0.172"
"1846","V3",6374852,"X51","A native English speaker
1","1","0.199","0.199","0.254"
"1906","V3",6546609,"X51","A native English speaker
1","1","0.445","0.445","0.452"
"1966","V3",6956532,"X51","A native English speaker
1","1","1.049","1.049","1.003"
"2026","V3",7505174,"X51","A native English speaker
1","2","0.044","0.66","0.672"
"2086","V3",8081415,"X51","A native English speaker
1","1","0.072","0.072","0.098"
"2146","V3",8317194,"X51","A native English speaker
1","1","0.298","0.298","0.305"
"2206","V3",8584285,"X51","A native English speaker
1","1","0.275","0.275","0.285"
"2266","V3",8815444,"X51","A native English speaker
1","1","0.448","0.448","0.457"
"2326","V3",9335883,"X51","A native English speaker
1","1","0.144","0.144","0.155"
"2386","V3",9983184,"X51","A native English speaker
1","1","0.557","0.557","0.5"
"1187","V3",1682505,"X52","A native English speaker
1","1","0.512","0.512","0.533"
"1247","V3",2950814,"X52","


6","1","0.921","0.921","0.965"
"1307","V3",3800888,"X52","A native English speaker
1","1","0.053","0.053","0"
"1367","V3",3805384,"X52","A native English speaker
1","1","0.628","0.628","0.645"
"1427","V3",3906581,"X52","A native English speaker
1","1","0.176","0.176","0.182"
"1487","V3",4068822,"X52","A native English speaker
1","1","0.688","0.688","0.7"
"1547","V3",4073431,"X52","A native English speaker
1","1","0.246","0.246","0.258"
"1607","V3",4341292,"X52","A native English speaker
1","1","0.648","0.648","0.664"
"1667","V3",4534620,"X52","A native English speaker
1","1","0.514","0.514","0.542"
"1727","V3",4542178,"X52","A native English speaker
1","1","0.059","0.059","0"
"1787","V3",5693137,"X52","A native English speaker
1","1","0.67","0.67","0.7"
"1847","V3",6374852,"X52","


2","1","0.348","0.348","0.3"
"1907","V3",6546609,"X52","A native English speaker
1","1","0.141","0.141","0.147"
"1967","V3",6956532,"X52","A native English speaker
1","1","0.102","0.102","0.834"
"2027","V3",7505174,"X52","A native English speaker
1","1","1.153","1.153","1.164"
"2087","V3",8081415,"X52","A native English speaker
1","1","0.003","0.003","0.043"
"2147","V3",8317194,"X52","A native English speaker
1","1","0.482","0.482","0.489"
"2207","V3",8584285,"X52","A native English speaker
1","1","0.221","0.221","0.233"
"2267","V3",8815444,"X52","A native English speaker
1","1","1.861","1.861","1.871"
"2327","V3",9335883,"X52","


2","1","0.24","0.24","0.25"
"2387","V3",9983184,"X52","


3","1","1.903","1.903","1.947"
"1188","V3",1682505,"X53","


2","1","0.634","0.634","0.651"
"1248","V3",2950814,"X53","


4","2","0.889","1.682","1.714"
"1308","V3",3800888,"X53","


2","1","0.309","0.309","0.362"
"1368","V3",3805384,"X53","A native English speaker
1","1","0.618","0.618","0.635"
"1428","V3",3906581,"X53","


2","1","1.037","1.037","1.043"
"1488","V3",4068822,"X53","


2","1","0.308","0.308","0.321"
"1548","V3",4073431,"X53","A native English speaker
1","1","0.782","0.782","0.796"
"1608","V3",4341292,"X53","


2","1","1.291","1.291","1.201"
"1668","V3",4534620,"X53","A native English speaker
1","1","0.443","0.443","0.463"
"1728","V3",4542178,"X53","


2","1","2.115","2.115","2.103"
"1788","V3",5693137,"X53","


2","1","1.181","1.181","1.2"
"1848","V3",6374852,"X53","A native English speaker
1","1","0.211","0.211","0.251"
"1908","V3",6546609,"X53","A native English speaker
1","1","0.131","0.131","0.138"
"1968","V3",6956532,"X53","A native English speaker
1","1","0.336","0.336","0.302"
"2028","V3",7505174,"X53","A native English speaker
1","1","0.737","0.737","0.749"
"2088","V3",8081415,"X53","A native English speaker
1","1","0.046","0.046","0.1"
"2148","V3",8317194,"X53","A native English speaker
1","1","0.657","0.657","0.666"
"2208","V3",8584285,"X53","A native English speaker
1","1","0.229","0.229","0.239"
"2268","V3",8815444,"X53","


2","3","2.235","3.199","3.208"
"2328","V3",9335883,"X53","


2","1","0.377","0.377","0.387"
"2388","V3",9983184,"X53","A native English speaker
1","1","2.295","2.295","2.277"
"1189","V3",1682505,"X54","A native English speaker
1","1","0.473","0.473","0.49"
"1249","V3",2950814,"X54","


3","1","2.56","2.56","2.581"
"1309","V3",3800888,"X54","A native English speaker
1","1","0.328","0.328","0.378"
"1369","V3",3805384,"X54","A native English speaker
1","1","0.532","0.532","0.548"
"1429","V3",3906581,"X54","A native English speaker
1","2","0.076","0.958","0.965"
"1489","V3",4068822,"X54","A native English speaker
1","1","0.057","0.057","0.066"
"1549","V3",4073431,"X54","


2","1","1.758","1.758","1.774"
"1609","V3",4341292,"X54","


2","1","0.564","0.564","0.578"
"1669","V3",4534620,"X54","A native English speaker
1","1","0.535","0.535","0.565"
"1729","V3",4542178,"X54","A native English speaker
1","1","0.159","0.159","0.1"
"1789","V3",5693137,"X54","A native English speaker
1","1","0.28","0.28","0.295"
"1849","V3",6374852,"X54","A native English speaker
1","1","7.023","7.023","7.048"
"1909","V3",6546609,"X54","A native English speaker
1","1","0.131","0.131","0.138"
"1969","V3",6956532,"X54","A native English speaker
1","1","2.709","2.709","2.702"
"2029","V3",7505174,"X54","A native English speaker
1","2","0.014","0.59","0.501"
"2089","V3",8081415,"X54","A native English speaker
1","1","0.131","0.131","0.169"
"2149","V3",8317194,"X54","A native English speaker
1","1","1.097","1.097","1.106"
"2209","V3",8584285,"X54","A native English speaker
1","1","0.548","0.548","0.56"
"2269","V3",8815444,"X54","A native English speaker
1","2","0.234","0.628","0.636"
"2329","V3",9335883,"X54","A native English speaker
1","1","0.073","0.073","0.081"
"2389","V3",9983184,"X54","


2","1","52.882","52.882","53.013"
"1190","V3",1682505,"X55","A native English speaker
1","1","0.266","0.266","0.282"
"1250","V3",2950814,"X55","


4","1","1.137","1.137","1.172"
"1310","V3",3800888,"X55","


2","1","0.201","0.201","0.352"
"1370","V3",3805384,"X55","


2","1","1.529","1.529","1.548"
"1430","V3",3906581,"X55","A native English speaker
1","1","1.59","1.59","1.598"
"1490","V3",4068822,"X55","A native English speaker
1","1","0.202","0.202","0.211"
"1550","V3",4073431,"X55","A native English speaker
1","1","0.469","0.469","0.479"
"1610","V3",4341292,"X55","


2","2","0.336","1.016","1.032"
"1670","V3",4534620,"X55","A native English speaker
1","1","0.525","0.525","0.537"
"1730","V3",4542178,"X55","A native English speaker
1","1","0.261","0.261","0.221"
"1790","V3",5693137,"X55","A native English speaker
1","1","0.22","0.22","0.235"
"1850","V3",6374852,"X55","A native English speaker
1","1","0.885","0.885","0.8"
"1910","V3",6546609,"X55","A native English speaker
1","1","0.168","0.168","0.176"
"1970","V3",6956532,"X55","A native English speaker
1","1","0.781","0.781","0.709"
"2030","V3",7505174,"X55","A native English speaker
1","1","0.056","0.056","0.067"
"2090","V3",8081415,"X55","A native English speaker
1","1","0.509","0.509","0.53"
"2150","V3",8317194,"X55","A native English speaker
1","1","0.37","0.37","0.378"
"2210","V3",8584285,"X55","


2","1","1.434","1.434","1.444"
"2270","V3",8815444,"X55","A native English speaker
1","1","0.129","0.129","0.137"
"2330","V3",9335883,"X55","


2","1","0.389","0.389","0.399"
"2390","V3",9983184,"X55","A native English speaker
1","1","0.955","0.955","0.984"
"1191","V3",1682505,"X56","


2","1","1.71","1.71","1.729"
"1251","V3",2950814,"X56","


5","2","33.782","34.497","34.677"
"1311","V3",3800888,"X56","A native English speaker
1","1","0.202","0.202","0.25"
"1371","V3",3805384,"X56","A native English speaker
1","1","0.599","0.599","0.615"
"1431","V3",3906581,"X56","A native English speaker
1","1","0.02","0.02","0.027"
"1491","V3",4068822,"X56","A native English speaker
1","1","1.891","1.891","1.907"
"1551","V3",4073431,"X56","A native English speaker
1","1","0.572","0.572","0.583"
"1611","V3",4341292,"X56","


3","1","0.372","0.372","0.387"
"1671","V3",4534620,"X56","A native English speaker
1","1","0.5","0.5","0.515"
"1731","V3",4542178,"X56","A native English speaker
1","1","4.01","4.01","4.004"
"1791","V3",5693137,"X56","A native English speaker
1","1","0.218","0.218","0.235"
"1851","V3",6374852,"X56","A native English speaker
1","1","0.269","0.269","0.285"
"1911","V3",6546609,"X56","A native English speaker
1","1","0.121","0.121","0.128"
"1971","V3",6956532,"X56","A native English speaker
1","1","1.012","1.012","1.001"
"2031","V3",7505174,"X56","A native English speaker
1","1","0.289","0.289","0.299"
"2091","V3",8081415,"X56","A native English speaker
1","1","0.422","0.422","0.448"
"2151","V3",8317194,"X56","A native English speaker
1","1","0.607","0.607","0.614"
"2211","V3",8584285,"X56","A native English speaker
1","1","0.596","0.596","0.5"
"2271","V3",8815444,"X56","A native English speaker
1","1","2.394","2.394","2.301"
"2331","V3",9335883,"X56","


2","1","0.324","0.324","0.334"
"2391","V3",9983184,"X56","A native English speaker
1","1","1.175","1.175","1.104"
"1192","V3",1682505,"X57","A native English speaker
1","2","0.221","0.774","0.7"
"1252","V3",2950814,"X57","


6","1","0.938","0.938","0.975"
"1312","V3",3800888,"X57","A native English speaker
1","1","0.124","0.124","0.181"
"1372","V3",3805384,"X57","A native English speaker
1","1","0.497","0.497","0.51"
"1432","V3",3906581,"X57","A native English speaker
1","1","0.105","0.105","0.112"
"1492","V3",4068822,"X57","A native English speaker
1","1","0.089","0.089","0.098"
"1552","V3",4073431,"X57","


2","1","1.355","1.355","1.365"
"1612","V3",4341292,"X57","


3","1","0.451","0.451","0.466"
"1672","V3",4534620,"X57","


2","1","1.285","1.285","1.298"
"1732","V3",4542178,"X57","A native English speaker
1","1","0.115","0.115","0.192"
"1792","V3",5693137,"X57","A native English speaker
1","1","0.167","0.167","0.183"
"1852","V3",6374852,"X57","A native English speaker
1","1","1.689","1.689","1.6"
"1912","V3",6546609,"X57","A native English speaker
1","1","0.124","0.124","0.131"
"1972","V3",6956532,"X57","A native English speaker
1","1","37.531","37.531","37.502"
"2032","V3",7505174,"X57","A native English speaker
1","1","0.044","0.044","0.053"
"2092","V3",8081415,"X57","A native English speaker
1","1","0.304","0.304","0.324"
"2152","V3",8317194,"X57","A native English speaker
1","1","0.814","0.814","0.822"
"2212","V3",8584285,"X57","A native English speaker
1","1","0.427","0.427","0.438"
"2272","V3",8815444,"X57","A native English speaker
1","1","0.26","0.26","0.269"
"2332","V3",9335883,"X57","A native English speaker
1","1","0.31","0.31","0.318"
"2392","V3",9983184,"X57","


4","1","0.957","0.957","1.007"
"1193","V3",1682505,"X58","A native English speaker
1","1","0.676","0.676","0.693"
"1253","V3",2950814,"X58","


3","1","1.545","1.545","1.585"
"1313","V3",3800888,"X58","


2","1","0.493","0.493","0.533"
"1373","V3",3805384,"X58","A native English speaker
1","1","0.705","0.705","0.72"
"1433","V3",3906581,"X58","A native English speaker
1","1","0.888","0.888","0.897"
"1493","V3",4068822,"X58","A native English speaker
1","1","0.533","0.533","0.541"
"1553","V3",4073431,"X58","


3","1","0.76","0.76","0.769"
"1613","V3",4341292,"X58","A native English speaker
1","1","0.428","0.428","0.443"
"1673","V3",4534620,"X58","A native English speaker
1","1","0.831","0.831","0.86"
"1733","V3",4542178,"X58","A native English speaker
1","1","0.14","0.14","0.113"
"1793","V3",5693137,"X58","A native English speaker
1","1","0.175","0.175","0.197"
"1853","V3",6374852,"X58","A native English speaker
1","1","0.255","0.255","0.201"
"1913","V3",6546609,"X58","A native English speaker
1","1","0.229","0.229","0.236"
"1973","V3",6956532,"X58","A native English speaker
1","1","0.217","0.217","0.201"
"2033","V3",7505174,"X58","A native English speaker
1","1","1.97","1.97","1.981"
"2093","V3",8081415,"X58","A native English speaker
1","1","0.051","0.051","0.074"
"2153","V3",8317194,"X58","A native English speaker
1","1","0.634","0.634","0.644"
"2213","V3",8584285,"X58","A native English speaker
1","1","0.28","0.28","0.291"
"2273","V3",8815444,"X58","A native English speaker
1","1","2.113","2.113","2.125"
"2333","V3",9335883,"X58","A native English speaker
1","1","0.028","0.028","0.036"
"2393","V3",9983184,"X58","A native English speaker
1","1","0.535","0.535","0.582"
"1194","V3",1682505,"X59","A native English speaker
1","1","0.96","0.96","0.981"
"1254","V3",2950814,"X59","


5","1","0.843","0.843","0.89"
"1314","V3",3800888,"X59","A native English speaker
1","1","0.696","0.696","0.776"
"1374","V3",3805384,"X59","A native English speaker
1","1","0.716","0.716","0.725"
"1434","V3",3906581,"X59","A native English speaker
1","1","0.115","0.115","0.122"
"1494","V3",4068822,"X59","A native English speaker
1","1","0.173","0.173","0.181"
"1554","V3",4073431,"X59","


4","1","4.479","4.479","4.489"
"1614","V3",4341292,"X59","


2","1","0.362","0.362","0.377"
"1674","V3",4534620,"X59","A native English speaker
1","1","0.306","0.306","0.34"
"1734","V3",4542178,"X59","


6","3","3.448","6.121","6.205"
"1794","V3",5693137,"X59","A native English speaker
1","1","0.134","0.134","0.159"
"1854","V3",6374852,"X59","A native English speaker
1","1","0.183","0.183","0.1"
"1914","V3",6546609,"X59","A native English speaker
1","1","0.402","0.402","0.409"
"1974","V3",6956532,"X59","A native English speaker
1","1","0.408","0.408","0.684"
"2034","V3",7505174,"X59","A native English speaker
1","1","0.975","0.975","0.985"
"2094","V3",8081415,"X59","A native English speaker
1","1","0.063","0.063","0"
"2154","V3",8317194,"X59","A native English speaker
1","1","0.52","0.52","0.527"
"2214","V3",8584285,"X59","


2","1","1.398","1.398","1.409"
"2274","V3",8815444,"X59","A native English speaker
1","1","2.743","2.743","2.752"
"2334","V3",9335883,"X59","


4","1","0.817","0.817","0.826"
"2394","V3",9983184,"X59","


2","1","0.808","0.808","0.97"
"1195","V3",1682505,"X6","An extremely strong
foreign accent
9","1","0.688","0.688","0.602"
"1255","V3",2950814,"X6","


5","1","0.657","0.657","0.601"
"1315","V3",3800888,"X6","An extremely strong
foreign accent
9","1","0.148","0.148","0.201"
"1375","V3",3805384,"X6","


7","1","0.663","0.663","0.678"
"1435","V3",3906581,"X6","An extremely strong
foreign accent
9","1","0.286","0.286","0.292"
"1495","V3",4068822,"X6","An extremely strong
foreign accent
9","1","0.179","0.179","0.187"
"1555","V3",4073431,"X6","


8","1","0.719","0.719","0.733"
"1615","V3",4341292,"X6","An extremely strong
foreign accent
9","1","0.339","0.339","0.356"
"1675","V3",4534620,"X6","An extremely strong
foreign accent
9","1","0.815","0.815","0.847"
"1735","V3",4542178,"X6","


8","2","0.114","1.118","1.104"
"1795","V3",5693137,"X6","An extremely strong
foreign accent
9","1","0.298","0.298","0.318"
"1855","V3",6374852,"X6","


7","1","0.453","0.453","0.49"
"1915","V3",6546609,"X6","


8","1","1.005","1.005","1.012"
"1975","V3",6956532,"X6","


8","1","0.601","0.601","0.827"
"2035","V3",7505174,"X6","An extremely strong
foreign accent
9","1","0.252","0.252","0.262"
"2095","V3",8081415,"X6","


8","1","1.31","1.31","1.342"
"2155","V3",8317194,"X6","An extremely strong
foreign accent
9","1","0.513","0.513","0.521"
"2215","V3",8584285,"X6","An extremely strong
foreign accent
9","1","0.369","0.369","0.38"
"2275","V3",8815444,"X6","An extremely strong
foreign accent
9","1","0.03","0.03","0.041"
"2335","V3",9335883,"X6","An extremely strong
foreign accent
9","1","0.093","0.093","0"
"2395","V3",9983184,"X6","


4","2","1.166","2.242","2.179"
"1196","V3",1682505,"X60","A native English speaker
1","1","0.3","0.3","0.316"
"1256","V3",2950814,"X60","


5","1","1.285","1.285","1.214"
"1316","V3",3800888,"X60","A native English speaker
1","1","0.013","0.013","0"
"1376","V3",3805384,"X60","A native English speaker
1","1","0.555","0.555","0.571"
"1436","V3",3906581,"X60","A native English speaker
1","1","0.473","0.473","0.479"
"1496","V3",4068822,"X60","A native English speaker
1","1","0.169","0.169","0.178"
"1556","V3",4073431,"X60","A native English speaker
1","1","0.231","0.231","0.248"
"1616","V3",4341292,"X60","A native English speaker
1","1","0.116","0.116","0.131"
"1676","V3",4534620,"X60","A native English speaker
1","1","0.332","0.332","0.343"
"1736","V3",4542178,"X60","A native English speaker
1","1","0.124","0.124","0.101"
"1796","V3",5693137,"X60","A native English speaker
1","1","0.173","0.173","0.191"
"1856","V3",6374852,"X60","A native English speaker
1","1","0.265","0.265","0.297"
"1916","V3",6546609,"X60","A native English speaker
1","1","0.233","0.233","0.24"
"1976","V3",6956532,"X60","A native English speaker
1","1","0.552","0.552","0.502"
"2036","V3",7505174,"X60","A native English speaker
1","1","0.167","0.167","0.18"
"2096","V3",8081415,"X60","


2","5","2.209","5.944","5.962"
"2156","V3",8317194,"X60","A native English speaker
1","1","0.556","0.556","0.565"
"2216","V3",8584285,"X60","A native English speaker
1","1","0.273","0.273","0.282"
"2276","V3",8815444,"X60","A native English speaker
1","1","0.31","0.31","0.319"
"2336","V3",9335883,"X60","A native English speaker
1","1","0.015","0.015","0.025"
"2396","V3",9983184,"X60","A native English speaker
1","1","1.205","1.205","1.503"
"1197","V3",1682505,"X61","A native English speaker
1","1","0.245","0.245","0.268"
"1257","V3",2950814,"X61","


7","1","0.559","0.559","0.587"
"1317","V3",3800888,"X61","


3","1","0.488","0.488","0.401"
"1377","V3",3805384,"X61","A native English speaker
1","1","0.515","0.515","0.528"
"1437","V3",3906581,"X61","A native English speaker
1","1","0.118","0.118","0.125"
"1497","V3",4068822,"X61","A native English speaker
1","1","0.165","0.165","0.177"
"1557","V3",4073431,"X61","


4","1","1.213","1.213","1.229"
"1617","V3",4341292,"X61","


2","1","0.774","0.774","0.789"
"1677","V3",4534620,"X61","A native English speaker
1","1","0.35","0.35","0.377"
"1737","V3",4542178,"X61","A native English speaker
1","1","0.665","0.665","0.602"
"1797","V3",5693137,"X61","A native English speaker
1","1","0.421","0.421","0.444"
"1857","V3",6374852,"X61","A native English speaker
1","1","0.253","0.253","0.299"
"1917","V3",6546609,"X61","A native English speaker
1","1","0.157","0.157","0.164"
"1977","V3",6956532,"X61","A native English speaker
1","1","37.112","37.112","37.101"
